seqgen12,pstatabb,pname,orispl,genid,numblr,genstat,prmvr,fuelg1,namepcap,cfact,genntan,genntoz,generrc,genyronl,notes
18939,TX,Bastrop Energy Center,55168,0003,2,OP,CA,NG,285,0.48077225,1200296.0,500123.3,F923ST,2002,
18952,TX,Baytown Energy Center,55327,STG1,3,OP,CA,NG,275,0.550351183,1325796.0,552415.0,F923ST,2002,
18953,TX,BayWa r.e Mozart LLC,58048,1,0,OP,WT,WND,30,0.032891933,8644.0,3601.7,F923NONK,2012,
18956,TX,Big Brown,3497,1,1,OP,ST,LIG,593.4,0.738696629,3839881.0,1599950.4,F923ST,1971,
18957,TX,Big Brown,3497,2,1,OP,ST,LIG,593.4,0.661056246,3436292.0,1431788.3,F923ST,1972,
18960,TX,Big Spring Wind Power Facility,54979,WIND,0,OP,WT,WND,34.3,0.224273467,67387.0,24425.2,F923NONK,1998,
18965,TX,Blue Wing Solar Energy Generation,57197,1,0,OP,PV,SUN,13.9,0.206900233,25193.0,12354.4,F923NONK,2010,
18970,TX,Bobcat Bluff Wind Project LLC,57974,GEN1,0,OP,WT,WND,150,0.007208524,9472.0,3946.7,F923NONK,2012,
18971,TX,Borger Plant,50067,GEN1,2,OP,ST,BFG,37.5,0.274888889,90301.0,37625.4,F923ST,1985,
18975,TX,Bosque County Peaking,55172,ST-4,1,OP,CA,NG,95,0.321125931,267241.0,111350.4,F923ST,2001,
18976,TX,Bosque County Peaking,55172,ST-5,2,OP,CA,NG,250,0.252103653,552107.0,230044.6,F923ST,2010,
18979,TX,Brandon Station,7131,1,0,OP,GT,NG,21,0.502109154,92368.0,46267.3,F923NONK,1990,
18984,TX,Brazos Valley Generating Facility,55357,STG1,2,OP,CA,NG,275.6,0.549799607,1327357.0,553065.4,F923ST,2003,
18985,TX,Brazos Wind Farm,56111,GEN1,0,OP,WT,WND,160,0.364716752,511187.0,176611.0,F923NONK,2003,
19003,TX,Bryan,3561,7,0,OP,GT,NG,22,0.002319427,447.0,278.0,F923NONK,1975,
19008,TX,Buffalo Gap 2 Wind Farm,56484,1,0,OP,WT,WND,232.5,0.351624196,716153.0,242520.0,F923NONK,2007,
19009,TX,Buffalo Gap 3 Wind Farm,56638,GEN1,0,OP,WT,WND,170.2,0.346596,516758.0,178385.0,F923NONK,2008,
19010,TX,Buffalo Gap Wind Farm,56240,1,0,OP,WT,WND,120.6,0.370102494,390997.0,133973.0,F923NONK,2006,
19011,TX,Bull Creek Wind,56956,001,0,OP,WT,WND,180,0.207415018,327052.0,121996.0,F923NONK,2008,
19019,TX,C R Wing Cogen Plant,52176,GEN3,2,OP,CA,NG,75,0.104062405,68369.0,28487.1,F923ST,1988,
19020,TX,Callahan Divide Wind Energy Center,56270,1,0,OP,WT,WND,114,0.362291717,361799.0,134165.0,F923NONK,2005,
19030,TX,CCI Signal Hill LLC,50127,STD,3,OP,CA,NG,20,0.038242009,6700.0,2791.7,F923ST,1987,
19031,TX,Cedar Bayou,3460,1,1,OP,ST,NG,765,0.112106575,751271.0,313029.6,F923ST,1970,
19032,TX,Cedar Bayou,3460,2,1,OP,ST,NG,765,0.072106127,483212.0,201338.3,F923ST,1972,
19034,TX,Cedar Bayou 4,56806,4,2,OP,CA,NG,178.5,0.356282056,557104.0,232126.7,F923ST,2009,
19037,TX,Cedro Hill Wind LLC,57260,1,0,OP,WT,WND,150,0.403689498,530448.0,221241.0,F923NONK,2010,
19042,TX,Central Utility Plant,58151,GTG01,0,OP,CT,NG,34.1,0.71117292,212438.7,94624.0,F923NONK,2011,
19043,TX,Central Utility Plant,58151,STG02,2,OP,CA,NG,11,0.148401826,14300.0,5958.3,F923ST,2011,
19044,TX,Central Utility Plant,58151,STG04,2,OA,CA,NG,5,0.308105023,13495.0,5622.9,F923ST,1956,
19045,TX,Central Utility Plant,10184,TG1,0,OP,ST,NG,2.3,0.015088346,304.0,152.5,F923NONK,1988,
19046,TX,CFB Power Plant,56708,G2101,1,OP,ST,PC,155,0.408586684,554779.0,231157.9,F923ST,2012,
19047,TX,CFB Power Plant,56708,G2201,1,OP,ST,PC,155,0.513627191,697403.0,290584.6,F923ST,2012,
19048,TX,Champion Wind Farm LLC,56592,CH1,0,OP,WT,WND,126.5,0.373256087,413620.0,141923.0,F923NONK,2008,
19052,TX,Channel Energy Center LLC,55299,ST-1,3,OP,CA,NG,285,0.164487303,410659.0,171107.9,F923ST,2002,
19057,TX,Channelview Cogeneration Plant,55187,ST1,4,OP,CA,NG,149.9,0.584576171,767621.0,319842.1,F923ST,2002,
19058,TX,Chocolate Bayou Works,10154,GEN1,0,OP,GT,NG,41,0.74165553,266373.0,133426.8,F923NONK,1985,
19059,TX,Cirrus Wind 1 LLC,58162,CW,0,OP,WT,WND,61.2,8.39377E-05,45.0,18.8,F923NONK,2012,
19063,TX,Clear Lake Cogeneration Ltd,10741,S101,1,OP,CA,NG,59,0.133060522,68771.0,28654.6,F923ST,1985,
19064,TX,Clear Lake Cogeneration Ltd,10741,S102,1,OP,CA,NG,19.2,0.079266553,13332.0,5555.0,F923ST,1985,
19069,TX,Coleto Creek,6178,1,1,OP,ST,SUB,622.4,0.983859614,5364223.0,2235092.9,F923ST,1980,
19074,TX,Colorado Bend Energy Center,56350,ST1,2,OP,CA,NG,105.1,0.283175623,260713.0,108630.4,F923ST,2007,
19075,TX,Colorado Bend Energy Center,56350,ST2,2,OP,CA,NG,115,0.396648799,399584.0,166493.3,F923ST,2008,
19076,TX,Comanche Peak,6145,1,1,OP,ST,NUC,1215,0.973195501,10358109.0,4409704.0,F923NK,1990,
19077,TX,Comanche Peak,6145,2,1,OP,ST,NUC,1215,0.896218783,9538815.0,4409360.0,F923NK,1993,
19081,TX,Copper,9,1,0,OP,GT,NG,80.5,0.053064466,37420.0,18743.8,F923NONK,1980,
19082,TX,Corpus Christi,50475,GEN1,0,OP,GT,NG,41,0.313631808,112644.0,56423.6,F923NONK,1989,
19085,TX,Corpus Christi Energy Center,55206,ST1,2,OP,CA,NG,195.5,0.353715447,605766.0,252402.5,F923ST,2002,
19087,TX,Corpus Refinery,50026,FR6,0,OP,GT,NG,47,0.698192949,287460.0,140356.2,F923NONK,1988,
19092,TX,Cottonwood Energy Project,55358,ST1,1,OP,CA,NG,159.5,0.560428565,783042.0,326267.5,F923ST,2003,
19093,TX,Cottonwood Energy Project,55358,ST2,1,OP,CA,NG,159.5,0.534076237,746222.0,310925.8,F923ST,2003,
19094,TX,Cottonwood Energy Project,55358,ST3,1,OP,CA,NG,159.5,0.535417472,748096.0,311706.7,F923ST,2003,
19095,TX,Cottonwood Energy Project,55358,ST4,1,OP,CA,NG,159.5,0.53466097,747039.0,311266.3,F923ST,2003,
19102,TX,Dansby,6243,1,1,OP,ST,NG,105,0.109377038,100605.0,41918.8,F923ST,1978,
19105,TX,Decker Creek,3548,1,1,OP,ST,NG,321,0.127009986,357147.0,148811.3,F923ST,1971,
19106,TX,Decker Creek,3548,2,1,OP,ST,NG,405,0.187254073,664340.0,276808.3,F923ST,1978,
19122,TX,Deer Park Energy Center,55464,STG1,4,OP,CA,NG,276,0.315956092,763906.0,318294.2,F923ST,2004,
19127,TX,Delaware Mountain Windfarm,55399,01,0,OP,WT,WND,23.3,0.147372959,30080.0,10902.8,F923NONK,1999,
19130,TX,Denton Power LLC,57071,1,0,OP,IC,LFG,1.6,0.965111301,13527.0,4184.7,F923NONK,2008,
19131,TX,Desert Sky,55992,1,0,OP,WT,WND,160.5,0.317270516,446076.0,174256.0,F923NONK,2002,
19132,TX,DeWind Frisco,57517,FRISC,0,OP,WT,WND,20,0.14755137,25851.0,10329.6,F923NONK,2012,
19153,TX,Dow Chemical Texas Operation,52120,G-65,1,OP,CA,NG,111.3,0.025540827,24902.0,10375.8,F923ST,1984,
19167,TX,Eastman Cogeneration Facility,55176,GEN3,2,OP,CA,NG,127.7,0.382243093,427597.0,178165.4,F923ST,2001,
19168,TX,EC&R Panther Creek Wind Farm I,56920,1,0,OP,WT,WND,142.5,0.403487944,503674.0,174295.0,F923NONK,2008,
19169,TX,EC&R Panther Creek Wind Farm II,56921,1,0,OP,WT,WND,115.5,0.396173081,400840.0,138160.0,F923NONK,2008,
19170,TX,EC&R Panther Creek Wind Farm III,56979,1,0,OP,WT,WND,199.5,0.339086872,592595.0,214569.0,F923NONK,2009,
19171,TX,EC&R Papalote Creek I LLC,56983,1,0,OP,WT,WND,180,0.346324835,546085.0,206984.0,F923NONK,2009,
19172,TX,EC&R Papalote Creek II LLC,57212,1,0,OP,WT,WND,200.1,0.351403636,615967.0,230756.0,F923NONK,2010,
19177,TX,EG178 Facility,56233,STG,0,OP,CA,NG,32.9,0.510589721,147154.0,73709.8,F923NONK,2005,
19178,TX,Elbow Creek Wind Project LLC,56783,1,0,OP,WT,WND,121.9,0.360739022,385213.0,130842.0,F923NONK,2008,
19179,TX,Engineered Carbons Borger Cogen,10072,GEN1,1,OP,ST,OG,20,0.586660959,102783.0,42826.3,F923ST,1982,
19180,TX,Engineered Carbons Echo Cogeneration,10187,GEN1,1,OP,ST,OG,10,0.251107306,21997.0,9165.4,F923ST,1985,
19181,TX,Ennis Power Company LLC,55223,GT1,0,OP,CT,NG,285,0.507971241,1268201.0,658715.0,F923NONK,2002,
19182,TX,Ennis Power Company LLC,55223,ST1,1,OP,CA,NG,133,0.647122086,753949.0,314145.4,F923ST,2002,
19191,TX,EXC Wind 1 LLC,56557,1,0,OP,WT,WND,10,0.331757991,29062.0,10533.9,F923NONK,2006,
19192,TX,EXC Wind 10 LLC,56836,1,0,OP,WT,WND,10,0.3268379,28631.0,10377.6,F923NONK,2008,
19193,TX,EXC Wind 11 LLC,56835,1,0,OP,WT,WND,10,0.315981735,27680.0,10032.9,F923NONK,2008,
19194,TX,EXC Wind 2 LLC,56558,JDW2,0,OP,WT,WND,10,0.338721461,29672.0,10755.0,F923NONK,2006,
19195,TX,EXC Wind 3 LLC,56559,JDW3,0,OP,WT,WND,10,0.311004566,27244.0,9874.9,F923NONK,2006,
19196,TX,EXC Wind 4 LLC,56560,JDW4,0,OP,WT,WND,79.8,0.352613841,246494.0,91857.0,F923NONK,2008,
19197,TX,EXC Wind 5 LLC,56561,JDW5,0,OP,WT,WND,10,0.34109589,29880.0,10830.3,F923NONK,2006,
19198,TX,EXC Wind 6 LLC,56562,JDW6,0,OP,WT,WND,10,0.355182648,31114.0,11277.6,F923NONK,2007,
19199,TX,EXC Wind 7 LLC,56839,1,0,OP,WT,WND,10,0.349794521,30642.0,11106.5,F923NONK,2008,
19200,TX,EXC Wind 8 LLC,56838,1,0,OP,WT,WND,10,0.345045662,30226.0,10955.8,F923NONK,2008,
19201,TX,EXC Wind 9 LLC,56837,1,0,OP,WT,WND,10,0.338732877,29673.0,10755.3,F923NONK,2008,
19223,TX,ExxonMobil Beaumont Refinery,50625,TG22,5,OP,ST,NG,27.2,0.209474886,49912.0,20796.7,F923ST,1978,
19224,TX,ExxonMobil Beaumont Refinery,50625,TG23,5,OP,ST,NG,40.5,0.861953887,305804.0,127418.3,F923ST,1993,
19226,TX,ExxonMobil Beaumont Refinery,50625,TG32,6,OP,ST,NG,25,0.775109589,169749.0,70728.8,F923ST,1970,
19227,TX,ExxonMobil Beaumont Refinery,50625,TG33,6,OP,ST,NG,20,0.347465753,60876.0,25365.0,F923ST,1966,
19228,TX,ExxonMobil Beaumont Refinery,50625,TG34,6,OP,ST,NG,30,0.803032725,211037.0,87932.1,F923ST,1967,
19246,TX,Fayette Power Project,6179,1,1,OP,ST,SUB,615,0.620389613,3342287.0,1392619.6,F923ST,1979,
19247,TX,Fayette Power Project,6179,2,1,OP,ST,SUB,615,0.507120132,2732059.0,1138357.9,F923ST,1980,
19248,TX,Fayette Power Project,6179,3,1,OP,ST,SUB,460,0.557257544,2245525.0,935635.4,F923ST,1988,
19249,TX,Forest Creek Wind Farm LLC,56394,1,0,OP,WT,WND,124.2,0.384099332,417897.0,148060.0,F923NONK,2006,
19251,TX,Formosa Utility Venture Ltd,10554,ST1,6,OP,CA,NG,33.5,0.825127786,242142.0,100892.5,F923ST,1994,
19252,TX,Formosa Utility Venture Ltd,10554,ST2,6,OP,CA,NG,66.3,0.504802096,293183.0,122159.6,F923ST,1994,
19253,TX,Formosa Utility Venture Ltd,10554,ST3,6,OP,CA,NG,55,0.431147779,207727.0,86552.9,F923ST,2002,
19260,TX,Forney Energy Center,55480,ST1,3,OP,CA,NG,416,0.482207697,1757242.0,732184.2,F923ST,2003,
19261,TX,Forney Energy Center,55480,ST2,3,OP,CA,NG,416,0.510608206,1860738.0,775307.5,F923ST,2003,
19268,TX,Fort Worth Methane,57878,UNT1,0,OP,IC,LFG,1.6,0.740724886,10382.0,3211.8,F923NONK,2006,
19271,TX,Freeport Energy Center,56152,STG1,4,OP,CA,NG,80,0.013513128,9470.0,3945.8,F923ST,2007,
19276,TX,Freestone Energy Center,55226,ST3,2,OP,CA,NG,184.6,0.628822284,1016866.0,423694.2,F923ST,2002,
19277,TX,Freestone Energy Center,55226,ST6,2,OP,CA,NG,184.6,0.571466382,924116.0,385048.3,F923ST,2002,
19280,TX,Frontera Energy Center,55098,GEN3,2,OP,CA,NG,185,0.696598174,1128907.0,470377.9,F923ST,2000,
19281,TX,Gibbons Creek,6136,1,1,OP,ST,SUB,453.5,0.380938464,1513339.0,630557.9,F923ST,1983,
19284,TX,Golden Spread Panhandle Wnd Rch,57866,PWR,0,OP,WT,WND,78.2,0.434103808,297375.0,130815.0,F923NONK,2011,
19290,TX,Goodyear Beaumont Chemical Plant,54321,3N80,8,OP,ST,NG,14.8,0.661043749,85703.0,35709.6,F923ST,1987,
19294,TX,Graham,3490,1,1,OP,ST,NG,247.7,0.044331134,96192.0,40080.0,F923ST,1960,
19295,TX,Graham,3490,2,1,OP,ST,NG,387,0.031155239,105620.0,44008.3,F923ST,1969,
19298,TX,Green Power 2,55470,ST1,3,OP,CA,NG,110,0.351642798,338843.0,141184.6,F923ST,2003,
19299,TX,Green Power 2,55470,ST805,3,OP,CA,NG,250,0.218831507,479241.0,199683.8,F923ST,2009,
19303,TX,Greens Bayou,3464,5,1,OP,ST,NG,446.4,0.02283463,89294.0,37205.8,F923ST,1973,
19312,TX,Gregory Power Facility,55086,STG,2,OP,CA,NG,100,0.522323059,457555.0,190647.9,F923ST,2000,
19321,TX,Guadalupe Generating Station,55153,STG1,2,OP,CA,NG,201.9,0.167930912,297010.0,123754.2,F923ST,2000,
19322,TX,Guadalupe Generating Station,55153,STG2,2,OP,CA,NG,201.9,0.194615762,344206.0,143419.2,F923ST,2000,
19326,TX,Hackberry Wind Farm,56823,HWFG1,0,OP,WT,WND,165.6,0.300404782,435784.0,172801.0,F923NONK,2008,
19331,TX,Hal C Weaver Power Plant,50118,GEN4,6,OP,CA,NG,7.6,0.009207522,613.0,255.4,F923ST,1951,
19332,TX,Hal C Weaver Power Plant,50118,GEN5,6,OP,CA,NG,6,0.012804414,673.0,280.4,F923ST,1959,
19334,TX,Hal C Weaver Power Plant,50118,GEN7,6,OP,CA,NG,28.8,0.326638604,82407.0,34336.3,F923ST,1979,
19336,TX,Hal C Weaver Power Plant,50118,GEN9,6,OP,CA,NG,27.2,0.005674187,1352.0,563.3,F923ST,2004,
19339,TX,Handley,3491,3,1,OP,ST,NG,404.8,0.125522554,445109.0,185462.1,F923ST,1963,
19340,TX,Handley,3491,4,1,OP,ST,NG,455,0.046255959,184367.0,76819.6,F923ST,1976,
19341,TX,Handley,3491,5,1,OP,ST,NG,455,0.057448693,228979.0,95407.9,F923ST,1977,
19345,TX,Harrington,6193,1,1,OP,ST,SUB,360,0.636189751,2006288.0,835953.3,F923ST,1976,
19346,TX,Harrington,6193,2,1,OP,ST,SUB,360,0.716646689,2260017.0,941673.8,F923ST,1978,
19347,TX,Harrington,6193,3,1,OP,ST,SUB,360,0.6055638,1909706.0,795710.8,F923ST,1980,
19350,TX,Harrison County Power Project,55664,ST-1,2,OP,CA,NG,230,0.122113857,246035.0,102514.6,F923ST,2003,
19357,TX,Hidalgo Energy Center,55545,STG1,2,OP,CA,NG,198.1,0.583079783,1011851.0,421604.6,F923ST,2000,
19359,TX,High Plains Wind Power LLC,56834,1,0,OP,WT,WND,10,0.354098174,31019.0,11243.2,F923NONK,2008,
19374,TX,Houston Chemical Complex Battleground,50043,ST,3,OP,CA,NG,87.4,0.588369748,450470.0,187695.8,F923ST,1982,
19375,TX,Hueco Mountain Wind Ranch,55578,EXIS,0,OP,WT,WND,1.3,0.077362136,881.0,319.3,F923NONK,2001,
19376,TX,IKEA Round Rock 027,58013,PV,0,OP,PV,SUN,1.4,0.050880626,624.0,155.4,F923NONK,2012,
19377,TX,Inadale Wind Farm LLC,56984,1,0,OP,WT,WND,197,0.27610041,476472.0,169963.0,F923NONK,2009,
19380,TX,Ingleside Cogeneration,55313,STG,2,OP,CA,NG,176.8,0.473043735,732635.0,305264.6,F923ST,1999,
19381,TX,Inks,3598,1,0,OP,HY,WAT,15,0.034383562,4518.0,1533.9,F923NONK,1938,
19382,TX,International Paper Texarkana Mill,54097,GEN1,2,OP,ST,BLQ,25,0.531570776,116414.0,48505.8,F923ST,1972,
19383,TX,International Paper Texarkana Mill,54097,GEN2,2,OP,ST,BLQ,40,0.773179224,270922.0,112884.2,F923ST,1977,
19384,TX,J K Spruce,7097,1,1,OP,ST,SUB,566,0.787427191,3904190.0,1626745.8,F923ST,1992,
19385,TX,J K Spruce,7097,2,1,OP,ST,SUB,878,0.705721154,5427899.0,2261624.6,F923ST,2010,
19390,TX,J Robert Massengale,3604,6A,2,OP,CA,NG,22,0.001053342,203.0,84.6,F923ST,1997,
19391,TX,J Robert Massengale,3604,7,2,OP,CA,NG,22,0.000570776,110.0,45.8,F923ST,1959,
19392,TX,J Robert Massengale,3604,8,0,OP,CT,NG,40,0.342594178,120045.0,113707.2,F923NONK,2000,
19393,TX,J T Deely,6181,1,1,OP,ST,SUB,486,0.324840042,1382961.0,576233.8,F923ST,1977,
19394,TX,J T Deely,6181,2,1,OP,ST,SUB,446,0.609778447,2382380.0,992658.3,F923ST,1978,
19399,TX,Jack County,55230,ST1,2,OP,CA,NG,300,0.702743151,1846809.0,769503.8,F923ST,2006,
19407,TX,Johnson County,54817,GT-1,0,OP,CT,NG,178.2,0.365867572,571131.0,312638.0,F923NONK,1996,
19408,TX,Johnson County,54817,ST-1,1,OP,CA,NG,104.4,0.338153222,309256.0,128856.7,F923ST,1996,
19409,TX,Jones,3482,1,1,OP,ST,NG,247.5,0.476860846,1033882.0,430784.2,F923ST,1971,
19410,TX,Jones,3482,2,1,OP,ST,NG,247.5,0.324706886,703997.0,293332.1,F923ST,1974,
19413,TX,King Mountain Wind Ranch 1,55581,EXIS,0,OP,WT,WND,278,0.253311324,616884.0,233826.0,F923NONK,2001,
19414,TX,Knox Lee,3476,2,1,OP,ST,NG,38,0.040927662,13624.0,5676.7,F923ST,1950,
19415,TX,Knox Lee,3476,3,1,OP,ST,NG,38,0.040206681,13384.0,5576.7,F923ST,1952,
19416,TX,Knox Lee,3476,4,1,OP,ST,NG,74,0.064127484,41570.0,17320.8,F923ST,1956,
19417,TX,Knox Lee,3476,5,1,OP,ST,NG,351,0.175595494,539914.0,224964.2,F923ST,1974,
19428,TX,Lake Hubbard,3452,1,1,OP,ST,NG,396.5,0.021121169,73361.0,30567.1,F923ST,1970,
19429,TX,Lake Hubbard,3452,2,1,OP,ST,NG,531,0.025805966,120038.0,50015.8,F923ST,1973,
19434,TX,Lamar Power Project,55097,STG1,2,OP,CA,NG,204.3,0.516361694,924116.0,385048.3,F923ST,2000,
19435,TX,Lamar Power Project,55097,STG2,2,OP,CA,NG,204.3,0.581755946,1041150.0,433812.5,F923ST,2000,
19436,TX,Langford Wind Power,57153,1,0,OP,WT,WND,150,0.389725266,512099.0,185373.0,F923NONK,2009,
19449,TX,Lewis Creek,3457,1,1,OP,ST,NG,271.4,0.288218875,685230.0,285512.5,F923ST,1970,
19450,TX,Lewis Creek,3457,2,1,OP,ST,NG,271.4,0.344207525,818341.0,340975.4,F923ST,1971,
19452,TX,Limestone,298,1,1,OP,ST,LIG,893,0.750273819,5869152.0,2445480.0,F923ST,1985,
19453,TX,Limestone,298,2,1,OP,ST,LIG,956.8,0.673777627,5647313.0,2353047.1,F923ST,1986,
19454,TX,Little Pringle I Wind Farm,57263,LP1,0,OP,WT,WND,10,0.321609589,28173.0,10211.6,F923NONK,2010,
19455,TX,Little Pringle II Wind Farm,57264,LP2,0,OP,WT,WND,10,0.379200913,33218.0,12040.2,F923NONK,2010,
19456,TX,Llano Estacado Wind Ranch,55579,EXIS,0,OP,WT,WND,80,0.360455194,252607.0,91560.3,F923NONK,2001,
19461,TX,Lone Star,3477,1,1,OP,ST,NG,40,0.067591324,23684.0,9868.3,F923ST,1954,
19468,TX,Lost Pines 1 Power Project,55154,ST,2,OP,CA,NG,204,0.88292092,1577815.0,657422.9,F923ST,2001,
19469,TX,Lubbock Wind Ranch,57259,1,0,OP,WT,WND,7.5,0.317153729,20837.0,7552.6,F923NONK,2010,
19472,TX,Magic Valley Generating Station,55123,STG,2,OP,CA,NG,267,0.689131308,1611823.0,671592.9,F923ST,2002,
19473,TX,Magic Valley Wind Farm I LLC,57802,MV1,0,OP,WT,WND,203,0.188199271,334671.0,141597.0,F923NONK,2012,
19474,TX,Majestic 1 Wind Farm,56648,1,0,OP,WT,WND,79.5,0.469659114,327080.0,118696.0,F923NONK,2009,
19482,TX,Martin Lake,6146,1,1,OP,ST,LIG,793.2,0.586823761,4077505.0,1698960.4,F923ST,1977,
19483,TX,Martin Lake,6146,2,1,OP,ST,LIG,793.2,0.760235115,5282442.0,2201017.5,F923ST,1978,
19484,TX,Martin Lake,6146,3,1,OP,ST,LIG,793.2,0.776491013,5395395.0,2248081.3,F923ST,1979,
19486,TX,McAdoo Wind Energy LLC,56773,1,0,OP,WT,WND,150,0.445462709,585338.0,199677.0,F923NONK,2008,
19489,TX,MeadWestvaco Evadale,50101,GEN1,7,OP,ST,BLQ,7.5,1.154794521,75870.0,31612.5,F923ST,1954,
19490,TX,MeadWestvaco Evadale,50101,GEN2,7,OP,ST,BLQ,32.6,0.776724935,221814.0,92422.5,F923ST,1965,
19491,TX,MeadWestvaco Evadale,50101,GEN3,7,OP,ST,BLQ,17.6,0.882601702,136076.0,56698.3,F923ST,1986,
19494,TX,Mesquite Wind Power LLC,56395,1,0,OP,WT,WND,200,0.344267123,603156.0,207728.0,F923NONK,2007,
19505,TX,Mont Belvieu Cogeneration Unit,57322,GT01,0,OP,GT,NG,15,0.844041096,110907.0,55553.6,F923NONK,2009,
19506,TX,Monticello,6147,1,1,OP,ST,LIG,593.4,0.44842141,2330977.0,971240.4,F923ST,1974,
19507,TX,Monticello,6147,2,1,OP,ST,LIG,593.4,0.36132484,1878233.0,782597.1,F923ST,1975,
19508,TX,Monticello,6147,3,1,OP,ST,LIG,793.2,0.456783487,3173929.0,1322470.4,F923ST,1995,
19510,TX,Moore County,3483,3,1,OP,ST,NG,49,0.121430901,52123.0,21717.9,F923ST,1954,
19527,TX,Motiva Enterprises Port Arthur Refinery,50973,GN31,10,OP,CA,NG,10,0.584166667,51173.0,21322.1,F923ST,1962,
19528,TX,Motiva Enterprises Port Arthur Refinery,50973,GN32,10,OP,CA,NG,15.6,0.685165671,93632.0,39013.3,F923ST,1957,
19529,TX,Motiva Enterprises Port Arthur Refinery,50973,GN33,10,OP,CA,NG,25.5,0.654167786,146128.0,60886.7,F923ST,1978,
19538,TX,Mountain Creek,3453,6,1,OP,ST,NG,135.7,0.032487558,38619.0,16091.3,F923ST,1956,
19539,TX,Mountain Creek,3453,7,1,OP,ST,NG,136,0.06119309,72903.0,30376.3,F923ST,1958,
19540,TX,Mountain Creek,3453,8,1,OP,ST,NG,580.5,0.144638341,735512.0,306463.3,F923ST,1967,
19543,TX,Mustang Station,55065,GEN3,2,OP,CA,NG,172.6,0.30564374,462126.0,192552.5,F923ST,2000,
19553,TX,Nacogdoches Power,55708,STG4,1,OP,ST,WDS,114,0.073171513,73072.0,30446.7,F923ST,2012,
19556,TX,Newgulf Cogen,50137,GEN1,0,OP,GT,NG,101.9,0.00293398,2619.0,1311.9,F923NONK,1984,
19558,TX,Newman,3456,1,1,OP,ST,NG,81.6,0.33811918,241693.0,100705.4,F923ST,1960,
19559,TX,Newman,3456,2,1,OP,ST,NG,81.6,0.403582181,288487.0,120202.9,F923ST,1963,
19560,TX,Newman,3456,3,1,OP,ST,NG,121.8,0.338623089,361300.0,150541.7,F923ST,1966,
19561,TX,Newman,3456,4,2,OP,CA,NG,120,0.230874239,242695.0,101122.9,F923ST,1975,
19562,TX,Newman,3456,5CA1,2,OP,CA,NG,165,0.30670887,443317.0,184715.4,F923ST,2011,
19567,TX,Nichols,3484,1,1,OP,ST,NG,113.6,0.266100312,264806.0,110335.8,F923ST,1960,
19568,TX,Nichols,3484,2,1,OP,ST,NG,113.6,0.309332594,307828.0,128261.7,F923ST,1962,
19569,TX,Nichols,3484,3,1,OP,ST,NG,247.5,0.277957659,602640.0,251100.0,F923ST,1968,
19570,TX,Noble Great Plains Windpark LLC,56905,1,0,OP,WT,WND,114,0.373664183,373156.0,149488.0,F923NONK,2009,
19587,TX,Nueces Bay,3441,7,3,OP,CA,NG,351,0.015692932,48252.0,20105.0,F923ST,1972,
19590,TX,NWP Indian Mesa Wind Farm,55747,NWP2,0,OP,WT,WND,82.5,0.340534108,246104.0,89203.2,F923NONK,2001,
19591,TX,O W Sommers,3611,1,1,OP,ST,NG,446,0.053801421,210200.0,87583.3,F923ST,1972,
19592,TX,O W Sommers,3611,2,1,OP,ST,NG,446,0.115144511,449865.0,187443.8,F923ST,1974,
19595,TX,Oak Grove,6180,OG1,1,OP,ST,LIG,916.8,0.67667866,5434520.0,2264383.3,F923ST,2010,
19596,TX,Oak Grove,6180,OG2,1,OP,ST,LIG,878.6,0.74312366,5719478.0,2383115.8,F923ST,2011,
19598,TX,Ocotillo Windpower,56959,OWF,0,OP,WT,WND,58.8,0.318079629,163839.0,53031.0,F923NONK,2008,
19603,TX,Odessa Ector Generating Station,55215,STG1,2,OP,CA,NG,224.2,0.238976024,469347.0,195561.3,F923ST,2001,
19604,TX,Odessa Ector Generating Station,55215,STG2,2,OP,CA,NG,224.2,0.323558344,635466.0,264777.5,F923ST,2001,
19605,TX,Oklaunion,127,1,1,OP,ST,SUB,720,0.494430809,3118474.0,1299364.2,F923ST,1986,
19611,TX,Optim Energy Altura Cogen LLC,50815,GEN6,2,OP,CA,NG,129.2,0.432666073,489688.0,204036.7,F923ST,1986,
19616,TX,Oyster Creek Unit VIII,54676,G84,3,OP,CA,NG,200.9,0.39995136,703868.0,293278.3,F923ST,1994,
19633,TX,Paris Energy Center,50109,GEN3,2,OP,CA,NG,90,0.170261289,134234.0,55930.8,F923ST,1989,
19637,TX,Pasadena,10638,GEN1,0,RE,GT,NG,6.5,0.003828591,218.0,109.2,F923NONK,1985,
19641,TX,Pasadena Cogeneration,55047,STG1,1,OP,CA,NG,85,0.703338705,523706.0,218210.8,F923ST,1998,
19642,TX,Pasadena Cogeneration,55047,STG2,2,OP,CA,NG,185,0.618184623,1001830.0,417429.2,F923ST,2000,
19643,TX,Pattern Gulf Wind,56661,1,0,OP,WT,WND,283.2,0.33333938,826959.0,333927.0,F923NONK,2008,
19645,TX,Pearsall,3630,1,1,OP,ST,NG,22,0.006854504,1321.0,550.4,F923ST,1961,
19657,TX,Pearsall,3630,2,1,OP,ST,NG,22,0.010299917,1985.0,827.1,F923ST,1961,
19664,TX,Pearsall,3630,3,1,OP,ST,NG,22,0.007025737,1354.0,564.2,F923ST,1961,
