seqgen12,pstatabb,pname,orispl,genid,numblr,genstat,prmvr,fuelg1,namepcap,cfact,genntan,genntoz,generrc,genyronl,notes
8222,IL,Winnetka,972,4,4,OP,ST,NG,9.4,0.007322938,603.0,0.0,F923ST,1953,
8223,IL,Winnetka,972,6,4,OP,ST,NG,6.3,0.010926288,603.0,0.0,F923ST,1948,
8224,IL,Winnetka,972,7,4,OP,ST,NG,12.5,0.009187215,1006.0,0.0,F923ST,1960,
8230,IL,Wood River,898,4,1,OP,ST,SUB,112.5,0.587667174,579146.0,0.0,F923ST,1954,
8231,IL,Wood River,898,5,1,OP,ST,SUB,387.6,0.637741151,2165371.0,0.0,F923ST,1964,
8236,IL,Woodridge Greene Valley Treatment Plant,54987,FM01,0,OP,IC,NG,1.5,0.054109589,711.0,0.0,F923NONK,1996,
8254,IN,A B Brown,6137,1,1,OP,ST,BIT,265.2,0.488878472,1135739.0,0.0,F923ST,1979,
8255,IN,A B Brown,6137,2,1,OP,ST,BIT,265.2,0.516298546,1199440.0,0.0,F923ST,1986,
8258,IN,AES Petersburg,994,4,1,OP,ST,BIT,670.9,0.529454743,3111650.0,0.0,F923ST,1986,
8262,IN,AES Petersburg,994,ST1,1,OP,ST,BIT,281.6,0.59587825,1469922.0,0.0,F923ST,1967,
8263,IN,AES Petersburg,994,ST2,1,OP,ST,BIT,523.3,0.517094493,2370417.0,0.0,F923ST,1969,
8264,IN,AES Petersburg,994,ST3,1,OP,ST,BIT,670.9,0.457507328,2688809.0,0.0,F923ST,1977,
8268,IN,ArcelorMittal Burns Harbor,10245,GEN5,1,OP,ST,BFG,62,0.428397039,232671.0,0.0,F923ST,1970,
8269,IN,ArcelorMittal Burns Harbor,10245,GEN6,1,OP,ST,BFG,51,0.58429358,261039.0,0.0,F923ST,1969,
8270,IN,ArcelorMittal Burns Harbor,10245,GEN7,1,OP,ST,BFG,63.2,0.478529059,264929.0,0.0,F923ST,1969,
8271,IN,ArcelorMittal Indiana Harbor West,10397,GEN5,5,OP,ST,BFG,12.5,0.253050228,27709.0,0.0,F923ST,1939,
8272,IN,ArcelorMittal Indiana Harbor West,10397,GEN6,5,SB,ST,BFG,12.5,0.003196347,350.0,0.0,F923ST,1953,
8274,IN,ArcelorMittal Indiana Harbor West,10397,GEN8,5,OP,ST,BFG,40,0.166372717,58297.0,0.0,F923ST,1961,
8275,IN,ArcelorMittal Indiana Harbor West,10397,GEN9,5,OP,ST,BFG,55,0.410346617,197705.0,0.0,F923ST,2002,
8276,IN,Bailly,995,10,0,OP,GT,NG,37.5,0.008980213,2950.0,0.0,F923NONK,1968,
8277,IN,Bailly,995,7,1,OP,ST,BIT,190.4,0.374808742,625145.0,0.0,F923ST,1962,
8278,IN,Bailly,995,8,1,OP,ST,BIT,413.1,0.324115525,1172895.0,0.0,F923ST,1968,
8279,IN,Benton County Wind Farm,56679,1,0,OP,WT,WND,130.5,0.298364212,341084.0,0.0,F923NONK,2008,
8286,IN,Bunge North America East LLC,50316,3516,0,OP,ST,BIT,2,0.624714612,10945.0,0.0,F923NONK,1950,
8303,IN,Cayuga,1001,1,1,OP,ST,BIT,531,0.537437333,2499922.0,0.0,F923ST,1970,
8304,IN,Cayuga,1001,2,1,OP,ST,BIT,531,0.481982819,2241972.0,0.0,F923ST,1972,
8309,IN,Cayuga,1001,4,0,OP,GT,NG,121,0.028212385,29904.0,0.0,F923NONK,1993,
8311,IN,CC Perry K,992,6,8,OP,ST,BIT,5,0.12390411,5427.0,0.0,F923ST,1938,
8312,IN,CC Perry K,992,7,2,OP,ST,BIT,1.7,0.130204136,1939.0,0.0,F923ST,2009,
8317,IN,Clifty Creek,983,1,1,OP,ST,SUB,217.3,0.558291149,1062734.0,0.0,F923ST,1955,
8318,IN,Clifty Creek,983,2,1,OP,ST,SUB,217.3,0.440338778,838206.0,0.0,F923ST,1955,
8319,IN,Clifty Creek,983,3,1,OP,ST,SUB,217.3,0.566811554,1078953.0,0.0,F923ST,1955,
8320,IN,Clifty Creek,983,4,1,OP,ST,SUB,217.3,0.502555228,956638.0,0.0,F923ST,1955,
8321,IN,Clifty Creek,983,5,1,OP,ST,SUB,217.3,0.525335321,1000001.0,0.0,F923ST,1955,
8322,IN,Clifty Creek,983,6,1,OP,ST,SUB,217.3,0.530107462,1009085.0,0.0,F923ST,1956,
8325,IN,Covanta Indianapolis Energy,50647,GEN1,0,OP,ST,MSB,6.5,0.729050228,41512.1,0.0,F923NONK,1988,
8333,IN,Dean H Mitchell,996,9A,0,OP,GT,NG,16,0.002582763,362.0,0.0,F923NONK,1966,
8343,IN,Eagle Valley,991,3,1,OP,ST,BIT,50,0.016844749,7378.0,0.0,F923ST,1951,
8344,IN,Eagle Valley,991,4,1,OP,ST,BIT,69,0.069275693,41873.0,0.0,F923ST,1953,
8345,IN,Eagle Valley,991,5,1,OP,ST,BIT,69,0.158133148,95582.0,0.0,F923ST,1953,
8346,IN,Eagle Valley,991,6,1,OP,ST,BIT,113.6,0.17317633,172334.0,0.0,F923ST,1956,
8347,IN,Eagle Valley,991,IC1,0,OP,IC,DFO,2.7,0.001352951,32.0,0.0,F923NONK,1967,
8364,IN,Evonik Degussa Tippecanoe Laboratories,54835,T121,0,SB,IC,DFO,1.2,0.000856164,9.0,0.0,F923NONK,1992,
8365,IN,Expander Turbine,10475,16TG,0,OP,OT,BFG,20,0.617037671,108105.0,0.0,F923NONK,1981,
8367,IN,F B Culley,1012,2,1,OP,ST,BIT,103.7,0.236815454,215126.0,0.0,F923ST,1966,
8368,IN,F B Culley,1012,3,1,OP,ST,BIT,265.2,0.636284668,1478186.0,0.0,F923ST,1973,
8369,IN,Fair Oaks Generating Facility,58129,GEN1,0,OP,IC,DG,1.1,0.127127439,1225.0,0.0,F923NONK,2011,
8382,IN,Frank E Ratts,1043,1,1,OP,ST,BIT,116.6,0.260581389,266162.0,0.0,F923ST,1970,
8383,IN,Frank E Ratts,1043,2,1,OP,ST,BIT,116.6,0.216914558,221560.0,0.0,F923ST,1970,
8384,IN,Gary Works,50733,STG1,9,OP,ST,BFG,161,0.601240109,847965.0,0.0,F923ST,1997,
8390,IN,Gibson,6113,1,1,OP,ST,BIT,667.9,0.682483296,3993076.0,0.0,F923ST,1976,
8391,IN,Gibson,6113,2,1,OP,ST,BIT,667.9,0.608651905,3561103.0,0.0,F923ST,1975,
8392,IN,Gibson,6113,3,1,OP,ST,BIT,667.9,0.676749213,3959527.0,0.0,F923ST,1978,
8393,IN,Gibson,6113,4,1,OP,ST,BIT,667.9,0.587075725,3434865.0,0.0,F923ST,1979,
8394,IN,Gibson,6113,5,1,OP,ST,BIT,667.9,0.630172366,3687015.0,0.0,F923ST,1982,
8397,IN,Harding Street,990,5,1,OP,ST,BIT,113.5,0.563287269,560054.0,0.0,F923ST,1958,
8398,IN,Harding Street,990,6,1,OP,ST,BIT,113.6,0.556049625,553345.0,0.0,F923ST,1961,
8399,IN,Harding Street,990,7,1,OP,ST,BIT,470.9,0.627391103,2588041.0,0.0,F923ST,1973,
8406,IN,Harding Street,990,IC1,0,OP,IC,DFO,2.7,0.004777609,113.0,0.0,F923NONK,1967,
8408,IN,Heat Recovery Coke Facility,55066,TG18,0,OP,ST,WH,94.6,0.324431396,268855.0,0.0,F923NONK,1998,
8418,IN,Hoosier Wind Project LLC,56878,TBD,0,OP,WT,WND,106,0.200819549,186473.0,0.0,F923NONK,2009,
8420,IN,Indiana Harbor E 5 AC Station,54995,17TG,4,OP,ST,BFG,81.9,0.595745452,427414.0,0.0,F923ST,1996,
8422,IN,Jasper 2,6225,1,1,SB,ST,BIT,14.5,0.001905212,242.0,0.0,F923ST,1968,
8433,IN,Lawrenceburg Energy Facility,55502,0100,2,OP,CA,NG,268,0.559729179,1314065.0,0.0,F923ST,2004,
8434,IN,Lawrenceburg Energy Facility,55502,0200,2,OP,CA,NG,268,0.522880461,1227556.0,0.0,F923ST,2004,
8453,IN,Logansport,1032,4,1,OP,ST,BIT,18,0.553798833,87323.0,0.0,F923ST,1958,
8454,IN,Logansport,1032,5,1,OP,ST,BIT,25,0.237757991,52069.0,0.0,F923ST,1964,
8456,IN,M. G. Emmett J. Bean Federal Center,58178,1,0,OP,PV,SUN,2,0.000114155,2.0,0.0,F923NONK,2011,
8460,IN,Meadow Lake Wind Farm II LLC,57112,GEN1,0,OP,WT,WND,99,0.287256123,249120.0,0.0,F923NONK,2010,
8461,IN,Meadow Lake Wind Farm III LLC,57115,GEN1,0,OP,WT,WND,103.5,0.284327091,257788.0,0.0,F923NONK,2010,
8462,IN,Meadow Lake Wind Farm IV,57177,GEN1,0,OP,WT,WND,98.7,0.248615564,214956.0,0.0,F923NONK,2010,
8463,IN,Meadow Lake Wind Farm LLC,57109,GEN1,0,OP,WT,WND,199.7,0.266880915,466874.0,0.0,F923NONK,2009,
8465,IN,Merom,6213,1,1,OP,ST,BIT,540,0.627923854,2970331.0,0.0,F923ST,1983,
8466,IN,Merom,6213,2,1,OP,ST,BIT,540,0.552562151,2613840.0,0.0,F923ST,1982,
8473,IN,Michigan City,997,12,1,OP,ST,SUB,540,0.494887536,2341016.0,0.0,F923ST,1974,
8518,IN,Peru,1037,2,1,OP,ST,BIT,22,0.000404732,78.0,0.0,F923ST,1959,
8519,IN,Peru,1037,3,1,OP,ST,BIT,12.5,0.004319635,473.0,0.0,F923ST,1949,
8520,IN,Peru,1037,D1,0,OP,IC,DFO,1.8,0.001141553,18.0,0.0,F923NONK,2002,
8521,IN,Portside Energy,55096,GT,0,OP,CT,NG,50,0.514315068,225270.0,0.0,F923NONK,1997,
8522,IN,Portside Energy,55096,ST,1,OP,CA,NG,25.6,0.281892123,63216.0,0.0,F923ST,1997,
8533,IN,Purdue University,50240,GEN1,5,OP,ST,BIT,30.8,0.29453908,79469.0,0.0,F923ST,1995,
8534,IN,Purdue University,50240,GEN2,5,OP,ST,BIT,10.6,0.411820453,38240.0,0.0,F923ST,1969,
8535,IN,Purdue University,50240,GEN3,0,SB,IC,DFO,1.8,0.002796804,44.1,0.0,F923NONK,2000,
8537,IN,R Gallagher,1008,2,1,OP,ST,BIT,150,0.122111872,160455.0,0.0,F923ST,1958,
8539,IN,R Gallagher,1008,4,1,OP,ST,BIT,150,0.063808219,83844.0,0.0,F923ST,1961,
8540,IN,R M Schahfer,6085,14,1,OP,ST,SUB,540,0.217017377,1026579.0,0.0,F923ST,1976,
8541,IN,R M Schahfer,6085,15,1,OP,ST,SUB,556.4,0.475659532,2318395.0,0.0,F923ST,1979,
8544,IN,R M Schahfer,6085,17,1,OP,ST,BIT,423.5,0.259981509,964495.0,0.0,F923ST,1983,
8545,IN,R M Schahfer,6085,18,1,OP,ST,BIT,423.5,0.437002744,1621219.0,0.0,F923ST,1986,
8546,IN,Randolph Eastern School Wind Turbine,57638,1,0,OP,WT,WND,1,0.136073059,1192.0,0.0,F923NONK,2010,
8556,IN,Rockport,6166,1,1,OP,ST,SUB,1300,0.843613014,9607065.0,0.0,F923ST,1984,
8557,IN,Rockport,6166,2,1,OP,ST,SUB,1300,0.80545346,9172504.0,0.0,F923ST,1989,
8563,IN,Sagamore Plant Cogeneration,50903,GEN1,0,OP,ST,BIT,7.4,0.58135058,37685.5,0.0,F923NONK,1984,
8567,IN,State Line Energy,981,3,1,RE,ST,SUB,124.9,0.203768494,222948.0,0.0,F923ST,1955,
8569,IN,State Line Energy,981,4,1,RE,ST,SUB,209.4,0.170344821,312471.0,0.0,F923ST,1962,
8575,IN,Sugar Creek Power,55364,ST1,2,OP,CA,NG,237.3,0.518497192,1077825.0,0.0,F923ST,2003,
8577,IN,Tanners Creek,988,1,1,OP,ST,BIT,152.5,0.078447489,104798.0,0.0,F923ST,1951,
8578,IN,Tanners Creek,988,2,1,OP,ST,BIT,152.5,0.118378621,158142.0,0.0,F923ST,1952,
8579,IN,Tanners Creek,988,3,1,OP,ST,BIT,215.4,0.306941954,579170.0,0.0,F923ST,1954,
8580,IN,Tanners Creek,988,4,1,OP,ST,BIT,579.7,0.388921053,1975008.0,0.0,F923ST,1964,
8603,IN,Union City Wind Turbine,57637,1,0,OP,WT,WND,1,0.114155251,1000.0,0.0,F923NONK,2010,
8604,IN,University of Notre Dame,50366,GEN1,6,OP,ST,BIT,3,0.080289193,2110.0,0.0,F923ST,1962,
8605,IN,University of Notre Dame,50366,GEN2,6,OP,ST,BIT,1.7,0.088436745,1317.0,0.0,F923ST,1952,
8608,IN,University of Notre Dame,50366,GEN5,6,OP,ST,BIT,2,1.042808219,18270.0,0.0,F923ST,1956,
8609,IN,University of Notre Dame,50366,GEN6,6,OP,ST,BIT,5,0.730388128,31991.0,0.0,F923ST,1967,
8610,IN,University of Notre Dame,50366,GEN7,6,OP,ST,BIT,9.4,0.21678568,17851.0,0.0,F923ST,2000,
8622,IN,Wabash River,1010,2,1,OP,ST,BIT,112.5,0.207435819,204428.0,0.0,F923ST,1953,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8623,IN,Wabash River,1010,3,1,OP,ST,BIT,123.2,0.148394414,160152.0,0.0,F923ST,1954,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8624,IN,Wabash River,1010,4,1,OP,ST,BIT,112.5,0.215696601,212569.0,0.0,F923ST,1955,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8625,IN,Wabash River,1010,5,1,OP,ST,BIT,125,0.041442922,45380.0,0.0,F923ST,1956,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8626,IN,Wabash River,1010,6,1,OP,ST,BIT,387,0.290937489,986313.0,0.0,F923ST,1968,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8630,IN,Wabash River,1010,1,2,OP,IG,PC,112.5,0.293167935,288917.0,0.0,F923ST,1953,"The ORISPL ID number was changed to 1010 to represent one facility, the Wabash River plant. The change was made to match EIA data."
8632,IN,Warrick,6705,1,1,OP,ST,BIT,166.6,0.836644247,1221012.0,0.0,F923ST,1960,
8633,IN,Warrick,6705,2,1,OP,ST,BIT,166.6,0.680213181,992714.0,0.0,F923ST,1964,
8634,IN,Warrick,6705,3,1,OP,ST,BIT,144,0.89612982,1130414.0,0.0,F923ST,1965,
8635,IN,Warrick,6705,4,1,OP,ST,BIT,323,0.680319352,1924950.0,0.0,F923ST,1970,
8640,IN,Whitewater Valley,1040,1,1,OP,ST,BIT,33,0.026940639,7788.0,0.0,F923ST,1955,
8641,IN,Whitewater Valley,1040,2,1,OP,ST,BIT,60.9,0.030293317,16161.0,0.0,F923ST,1973,
8644,IN,Whiting Clean Energy,55259,ST1,2,OP,CA,NG,213,0.232500482,433818.0,0.0,F923ST,2002,
8647,IN,Whiting Refinery,52130,31TG,5,OP,ST,OG,12.5,0.609406393,66730.0,0.0,F923ST,1948,
8648,IN,Whiting Refinery,52130,32TG,5,OP,ST,OG,12.5,0.597570776,65434.0,0.0,F923ST,1948,
8649,IN,Whiting Refinery,52130,33TG,5,OP,ST,OG,18.8,0.400108083,65893.0,0.0,F923ST,1955,
8650,IN,Whiting Refinery,52130,34TG,5,OP,ST,OG,10,0.3381621,29623.0,0.0,F923ST,1955,
8651,IN,Whiting Refinery,52130,35TG,10,OP,ST,OG,30,0.885745814,232774.0,0.0,F923ST,1980,
8652,IN,"Wildcat Wind Farm I, LLC",57862,1,0,OP,WT,WND,200,0.028788242,50437.0,0.0,F923NONK,2012,
8659,KS,Abilene Energy Center Combustion Turbine,1251,GT1,0,RE,GT,NG,77,0.001252743,845.0,0.0,F923NONK,1973,
8666,KS,Arkalon Ethanol LLC,58192,ST961,0,OP,ST,NG,3,0.719254186,18902.0,0.0,F923NONK,2008,
8712,KS,Bonanza BioEnergy LLC,58193,ST96,0,OP,ST,NG,2,0.311643836,5460.0,0.0,F923NONK,2008,
8727,KS,Caney River Wind Project,57858,1,0,OP,WT,WND,200,0.378961758,663941.0,0.0,F923NONK,2011,
8728,KS,Central Plains Wind Farm,56818,1,0,OP,WT,WND,99,0.339377796,294322.0,0.0,F923NONK,2009,
8732,KS,Chanute 2,1268,14,0,OP,GT,NG,60,0.022760654,11963.0,0.0,F923NONK,2002,
8740,KS,Cimarron River,1230,1,1,OP,ST,NG,50,0.417310502,182782.0,0.0,F923ST,1963,
8741,KS,Cimarron River,1230,2,0,OP,GT,NG,15,0.001164384,153.0,0.0,F923NONK,1968,
8742,KS,Cimarron Wind Energy LLC,57762,CPV1,0,OP,WT,WND,165.6,0.019053449,27640.0,0.0,F923NONK,2012,
8743,KS,Cimarron Windpower II,57663,1,0,OP,WT,WND,131,0.240621841,276128.0,0.0,F923NONK,2012,
8753,KS,Clifton,8037,1,0,OP,GT,NG,85,2.28311E-05,17.0,0.0,F923NONK,1974,
8759,KS,Coffeyville,1271,6,1,OP,ST,NG,18.7,0.199136815,32621.0,0.0,F923ST,1956,
8760,KS,Coffeyville,1271,7,1,OP,ST,NG,40,0.045607877,15981.0,0.0,F923ST,1973,
8761,KS,Colby,1225,GT1,0,OP,GT,NG,16,0.002711187,380.0,0.0,F923NONK,1970,
8768,KS,East 12th Street,7013,4,1,OP,ST,NG,26.5,0.043654691,10134.0,0.0,F923ST,1970,
8770,KS,El Dorado Refinery,58075,L3804,0,SB,GT,NG,38.9,0.101912937,34728.3,0.0,F923NONK,1996,
8771,KS,Elk River Wind,56303,1,0,OP,WT,WND,150,0.435423135,572146.0,0.0,F923NONK,2005,
8789,KS,Ensign Wind LLC,58137,1,0,OP,WT,WND,98.9,0.045976056,39832.0,0.0,F923NONK,2012,
8806,KS,Flat Ridge 2 Wind Energy LLC,57787,1,0,OP,WT,WND,470.2,0.054039474,222586.0,0.0,F923NONK,2012,
8807,KS,Flat Ridge Wind Energy LLC,56879,1,0,OP,WT,WND,50,0.337426941,147793.0,0.0,F923NONK,2009,
8808,KS,Flat Ridge Wind Farm,56819,1,0,OP,WT,WND,50,0.328134703,143723.0,0.0,F923NONK,2009,
8809,KS,Fort Dodge,1233,4,1,OP,ST,NG,149,0.323064724,421677.0,0.0,F923ST,1969,
8811,KS,Garden City,1336,S2,1,OP,ST,NG,97.9,0.131995653,113200.0,0.0,F923ST,1973,
8846,KS,Gordon Evans Energy Center,1240,1,1,OP,ST,NG,136,0.092170293,109808.0,0.0,F923ST,1961,
8847,KS,Gordon Evans Energy Center,1240,2,1,OP,ST,NG,390,0.09173838,313415.0,0.0,F923ST,1967,
8848,KS,Gordon Evans Energy Center,1240,5,0,SB,IC,DFO,2.9,0.000747914,19.0,0.0,F923NONK,1969,
8852,KS,Gray County Wind Energy,55734,V47,0,OP,WT,WND,112,0.295122921,289551.0,0.0,F923NONK,2002,
8855,KS,Great Bend,1235,3,1,OP,ST,NG,81.6,0.196784907,140665.0,0.0,F923ST,1963,
8860,KS,Greensburg Wind Farm LLC,57118,GEN1,0,OP,WT,WND,12.5,0.39909589,43701.0,0.0,F923NONK,2010,
8878,KS,Holcomb,108,1,1,OP,ST,SUB,348.7,0.644174121,1967702.0,0.0,F923ST,1983,
8900,KS,Hutchinson Energy Center,1248,H1DG,1,SB,IC,DFO,2.7,0.000718755,17.0,0.0,F923NONK,1983,
8904,KS,Hutchinson Energy Center,1248,ST4,1,OP,ST,NG,172,0.037359961,56291.0,0.0,F923ST,1965,
8917,KS,Ironwood Wind,57639,1,0,OP,WT,WND,167.9,0.106877599,157196.0,0.0,F923NONK,2012,
8918,KS,Jeffrey Energy Center,6068,1,1,OP,ST,SUB,720,0.577605118,3643071.0,0.0,F923ST,1978,
8919,KS,Jeffrey Energy Center,6068,2,1,OP,ST,SUB,720,0.662767631,4180208.0,0.0,F923ST,1980,
8920,KS,Jeffrey Energy Center,6068,3,1,OP,ST,SUB,720,0.567805048,3581260.0,0.0,F923ST,1983,
8964,KS,La Cygne,1241,1,1,OP,ST,SUB,893,0.491105861,3841764.0,0.0,F923ST,1973,
8965,KS,La Cygne,1241,2,1,OP,ST,SUB,685,0.781997967,4692457.0,0.0,F923ST,1977,
8966,KS,Lakin Municipal,7393,LK1,0,OP,IC,NG,4.4,0.00041511,16.0,0.0,F923NONK,1990,
8977,KS,Lawrence Energy Center,1250,3,1,OP,ST,SUB,49,0.757415432,325113.0,0.0,F923ST,1955,
8978,KS,Lawrence Energy Center,1250,4,1,OP,ST,SUB,114,0.485776656,485116.0,0.0,F923ST,1960,
8979,KS,Lawrence Energy Center,1250,5,1,OP,ST,SUB,403,0.628297189,2218065.0,0.0,F923ST,1971,
8990,KS,McPherson 3,7515,NA1,0,OP,GT,NG,115.6,0.004762723,4823.0,0.0,F923NONK,1998,
9014,KS,Murray Gill,1242,1,1,OP,ST,NG,46,0.027652869,11143.0,0.0,F923ST,1952,
9015,KS,Murray Gill,1242,2,1,OP,ST,NG,75,0.024730594,16248.0,0.0,F923ST,1954,
9016,KS,Murray Gill,1242,3,1,OP,ST,NG,114,0.075798085,75695.0,0.0,F923ST,1956,
9017,KS,Murray Gill,1242,4,1,OP,ST,NG,114,0.063597493,63511.0,0.0,F923ST,1959,
9018,KS,Nearman Creek,6064,1,1,OP,ST,SUB,261,0.420882101,962288.0,0.0,F923ST,1981,
9023,KS,Oak Grove Gas Producers,57489,G1,0,OP,IC,LFG,1.6,0.772260274,10824.0,0.0,F923NONK,2010,
9063,KS,Ottawa,1316,GT1,0,OP,GT,NG,11.5,0.002322811,234.0,0.0,F923NONK,1967,
9074,KS,"Post Rock Wind Power Project, LLC",57678,1,0,OP,WT,WND,201,0.103959654,183048.0,0.0,F923NONK,2012,
9079,KS,Pratt,1317,5,1,OP,ST,NG,14,0.030797456,3777.0,0.0,F923ST,1965,
9080,KS,Pratt,1317,IC1,0,OP,IC,DFO,1.5,0.000761035,10.0,0.0,F923NONK,1958,
9086,KS,Quindaro,1295,ST1,1,OP,ST,SUB,81.6,0.716471092,512145.0,0.0,F923ST,1965,
9087,KS,Quindaro,1295,ST2,1,OP,ST,SUB,157.5,0.275393201,379960.0,0.0,F923ST,1971,
9094,KS,Riverton,1239,8,1,OP,ST,SUB,50,0.239573059,104933.0,0.0,F923ST,1954,
9140,KS,Shooting Star Wind Project LLC,58018,1,0,OP,WT,WND,104,0.075080128,68401.0,0.0,F923NONK,2012,
9141,KS,Smoky Hills Wind Project Phase I,56488,1,0,OP,WT,WND,100.8,0.398731382,352083.0,0.0,F923NONK,2008,
9142,KS,Smoky Hills Wind Project Phase II,56985,SMKII,0,OP,WT,WND,148.5,0.374878158,487664.0,0.0,F923NONK,2008,
9145,KS,Spearville 3 LLC,57975,GEN1,0,OP,WT,WND,108,0.080059826,75743.0,0.0,F923NONK,2012,
9173,KS,Tecumseh Energy Center,1252,7,1,OP,ST,SUB,82,0.504020492,362048.0,0.0,F923ST,1957,
9174,KS,Tecumseh Energy Center,1252,8,1,OP,ST,SUB,150,0.630438356,828396.0,0.0,F923ST,1962,
9200,KS,Wellington 1,1330,4,1,OP,ST,NG,20,0.000981735,172.0,0.0,F923ST,1972,
9204,KS,Wellington 2,7339,6,0,OP,GT,NG,20,0.008333333,1460.0,0.0,F923NONK,1989,
9205,KS,West 14th Street,1332,GT1,0,OP,GT,NG,11,0.000705687,68.0,0.0,F923NONK,1962,
9213,KS,Wichita Plant,50169,GEN1,0,SB,GT,NG,43.7,0.000501552,192.0,0.0,F923NONK,1982,
9214,KS,Wolf Creek Generating Station,210,1,1,OP,ST,NUC,1267.7,0.746049996,8284924.0,0.0,F923NK,1985,
9223,KY,Big Sandy,1353,1,1,OP,ST,BIT,280.5,0.300971032,739540.0,0.0,F923ST,1963,
9224,KY,Big Sandy,1353,2,1,OP,ST,BIT,816.3,0.268754157,1921804.0,0.0,F923ST,1969,
9228,KY,Calvert City,55308,GEN1,0,OP,GT,NG,26.7,0.889848648,208128.5,0.0,F923NONK,2000,
9229,KY,Cane Run,1363,11,0,SB,GT,NG,16.3,0.002073003,296.0,0.0,F923NONK,1968,
9230,KY,Cane Run,1363,4,1,OP,ST,BIT,163.2,0.456811263,653072.0,0.0,F923ST,1962,
9231,KY,Cane Run,1363,5,1,OP,ST,BIT,209.4,0.506224023,928589.0,0.0,F923ST,1966,
9232,KY,Cane Run,1363,6,1,OP,ST,BIT,272,0.455217986,1084657.0,0.0,F923ST,1969,
9240,KY,Cooper,1384,1,1,OP,ST,BIT,113.6,0.589684224,586816.0,0.0,F923ST,1965,
9241,KY,Cooper,1384,2,1,OP,ST,BIT,230.4,0.434061965,876069.0,0.0,F923ST,1969,
9244,KY,D B Wilson,6823,1,1,OP,ST,BIT,566.1,0.623797851,3093436.0,0.0,F923ST,1984,
9245,KY,Dale,1385,1,1,OP,ST,BIT,27,0.025951294,6138.0,0.0,F923ST,1954,
9246,KY,Dale,1385,2,1,OP,ST,BIT,27,0.025004228,5914.0,0.0,F923ST,1954,
9247,KY,Dale,1385,3,1,OP,ST,BIT,81,0.166164947,117904.0,0.0,F923ST,1957,
9248,KY,Dale,1385,4,1,OP,ST,BIT,81,0.150455212,106757.0,0.0,F923ST,1960,
9252,KY,E W Brown,1355,1,1,OP,ST,BIT,113.6,0.32561881,324035.0,0.0,F923ST,1957,
9255,KY,E W Brown,1355,2,1,OP,ST,BIT,179.5,0.458582949,721085.0,0.0,F923ST,1963,
9256,KY,E W Brown,1355,3,1,OP,ST,BIT,464,0.32561383,1323503.0,0.0,F923ST,1971,
9262,KY,East Bend,6018,2,1,OP,ST,BIT,669.3,0.543173131,3184661.0,0.0,F923ST,1981,
9263,KY,Elmer Smith,1374,1,1,OP,ST,BIT,163.2,0.661622711,945877.0,0.0,F923ST,1964,
9264,KY,Elmer Smith,1374,2,1,OP,ST,BIT,282.1,0.588582613,1454503.0,0.0,F923ST,1974,
9265,KY,Ghent,1356,1,1,OP,ST,BIT,556.9,0.64910041,3166600.0,0.0,F923ST,1974,
9266,KY,Ghent,1356,2,1,OP,ST,BIT,556.3,0.626395698,3052544.0,0.0,F923ST,1977,
9267,KY,Ghent,1356,3,1,OP,ST,BIT,556.5,0.677434389,3302452.0,0.0,F923ST,1981,
9268,KY,Ghent,1356,4,1,OP,ST,BIT,556.2,0.544621527,2653566.0,0.0,F923ST,1984,
9271,KY,Green River,1357,3,1,OP,ST,BIT,75,0.412135464,270773.0,0.0,F923ST,1954,
9272,KY,Green River,1357,4,1,OP,ST,BIT,113.6,0.63860618,635500.0,0.0,F923ST,1959,
9277,KY,H L Spurlock,6041,1,1,OP,ST,BIT,357.6,0.593147301,1858079.0,0.0,F923ST,1977,
9278,KY,H L Spurlock,6041,2,1,OP,ST,BIT,592.1,0.501210574,2599677.0,0.0,F923ST,1981,
9279,KY,H L Spurlock,6041,3,1,OP,ST,BIT,329.4,0.581247072,1677214.0,0.0,F923ST,2005,
9280,KY,H L Spurlock,6041,4,1,OP,ST,BIT,329.4,0.683086101,1971075.0,0.0,F923ST,2009,
9295,KY,HMP&L Station Two Henderson,1382,1,1,OP,ST,BIT,200,0.52317637,916605.0,0.0,F923ST,1973,
9296,KY,HMP&L Station Two Henderson,1382,2,1,OP,ST,BIT,205,0.52850206,949084.0,0.0,F923ST,1974,
9310,KY,Kenneth C Coleman,1381,1,1,OP,ST,BIT,205,0.551359283,990131.0,0.0,F923ST,1969,
9311,KY,Kenneth C Coleman,1381,2,1,OP,ST,BIT,205,0.551036864,989552.0,0.0,F923ST,1970,
9312,KY,Kenneth C Coleman,1381,3,1,OP,ST,BIT,192,0.676324082,1137523.0,0.0,F923ST,1971,
9318,KY,Kentucky Mills,55429,01,3,OP,ST,BLQ,88,0.303544002,233996.0,0.0,F923ST,2001,
9319,KY,Laurel,6171,1,0,OP,HY,WAT,70,0.095301696,58439.0,0.0,F923NONK,1977,
